seed,run_id,alpha,threshold,auc,ap,precision,recall,f1,test_benign_fpr,tp,fp,tn,fn,recall_family_Bot,recall_family_DDoS,recall_family_PortScan
1,formal_tcn_wgan_gp_seed1,0.35,0.12739437818527222,0.8933001986291782,0.7327817373997618,0.841881703302538,0.8542182954423014,0.848005134238956,0.11754489836194987,15856,2978,22357,2706,0.0,0.7481828261673031,0.9500825483150432
1,formal_tcn_wgan_gp_seed1,0.4,0.11810876429080963,0.893114240941665,0.7322357423412367,0.8421948107188431,0.8533563193621377,0.8477388279368478,0.11715018748766529,15840,2968,22367,2722,0.0,0.7465812492300111,0.949791201320773
1,formal_tcn_wgan_gp_seed1,0.45,0.10924763977527618,0.8928962228304282,0.7315860114174585,0.8424032042723631,0.8498006680314621,0.8460857671574544,0.1164791790013815,15774,2951,22384,2788,0.0,0.739558950351115,0.9489171603379625
1,formal_tcn_wgan_gp_seed1,0.5,0.09998153150081635,0.8926270551912847,0.7307748579693728,0.842658092175777,0.8471069927809504,0.8448766858309602,0.11588711268995461,15724,2936,22399,2838,0.0,0.734384624861402,0.9481402350199087
1,formal_tcn_wgan_gp_seed1,0.55,0.0909598171710968,0.8923281896097306,0.7299139057515015,0.8426050828252307,0.8412886542398449,0.8419463539560589,0.1151371620288139,15616,2917,22418,2946,0.0,0.7229271898484662,0.9466835000485578
1,formal_tcn_wgan_gp_seed1,0.6,0.08159346878528595,0.8919020753834828,0.7287336762042564,0.8421024024350473,0.8346622131235858,0.8383658008658008,0.1146635089796724,15493,2905,22430,3069,0.0,0.7097449796722927,0.9451296494124503
1,formal_tcn_wgan_gp_seed1,0.65,0.07247481495141983,0.8913020986935819,0.7269806200989543,0.8413793103448276,0.8215709514060985,0.8313571564859487,0.11347937635681864,15250,2875,22460,3312,0.0,0.6822717752864359,0.9431873361173158
1,formal_tcn_wgan_gp_seed1,0.7,0.06337232142686844,0.8905787902721993,0.7248729079854658,0.839342403628118,0.7976511151815537,0.8179658582398763,0.11186106177225183,14806,2834,22501,3756,0.006756756756756757,0.6332388813601084,0.9386228998737496
1,formal_tcn_wgan_gp_seed1,0.75,0.05400653928518295,0.8894497262169102,0.7218480382560326,0.8357918338447015,0.7631181984699924,0.797803435651929,0.10984803631340044,14165,2783,22552,4397,0.006756756756756757,0.5617839103116915,0.9326988443235894
1,formal_tcn_wgan_gp_seed1,0.8,0.04442315921187401,0.8874874632728251,0.7168963329599833,0.8482074752097636,0.7188880508565887,0.7782119321164052,0.09425695677915927,13344,2388,22947,5218,0.013513513513513514,0.47209560182333377,0.9235699718364572
1,formal_tcn_wgan_gp_seed1,0.85,0.03515955060720444,0.8840620120936503,0.7093809519722385,0.8220687628563033,0.6028445210645405,0.6955927146142847,0.09559897375172687,11190,2422,22913,7372,0.02702702702702703,0.36405075766908956,0.7993590366126057
1,formal_tcn_wgan_gp_seed1,0.9,0.02530246041715145,0.8765682787826616,0.6943903405510553,0.738400081942026,0.3883740976187911,0.5090203000882613,0.1008091572922834,7209,2554,22781,11353,0.05405405405405406,0.3008500677590243,0.4621734485772555
1,formal_tcn_wgan_gp_seed1,0.95,0.014504687860608101,0.8560304504490597,0.6595795130924624,0.6707372745948413,0.31661458894515676,0.430171277997365,0.11387408723110322,5877,2885,22450,12685,0.17567567567567569,0.1854133300480473,0.422064679032728
1,formal_tcn_wgan_gp_seed1,1.0,0.0027619798202067614,0.6829572543773791,0.49064638458301235,0.2995414346544383,0.09853464066372158,0.1482892816604508,0.16881784093151767,1829,4277,21058,16733,0.6013513513513513,0.18048540101022545,0.026706807808099448
2,formal_tcn_wgan_gp_seed2,0.0,0.2173684686422348,0.9279462699024963,0.8198752572029654,0.8549019607843137,0.8690873828251267,0.861936311177602,0.1080718373791198,16132,2738,22597,2430,0.0,0.7730688678083035,0.9572691075070409
