seed,run_id,calibration_fraction,repeat_id,sample_size,target_fpr,threshold,calibration_empirical_fpr,test_benign_fpr,abs_test_fpr_minus_target_fpr,precision,recall,f1,tp,fp,tn,fn
3,formal_tcn_wgan_gp_seed3,0.2,0,3318,0.01,0.2787383496761322,0.010247136829415311,0.017683047167949478,0.007683047167949477,0.8562259306803595,0.14373451136730955,0.2461481686502445,2668,448,24887,15894
3,formal_tcn_wgan_gp_seed3,0.2,1,3318,0.01,0.29525092244148254,0.010247136829415311,0.0123149792776791,0.0023149792776791,0.8841010401188707,0.1282189419243616,0.22395784322950973,2380,312,25023,16182
3,formal_tcn_wgan_gp_seed3,0.2,2,3318,0.01,0.2845273017883301,0.010247136829415311,0.01582790605881192,0.00582790605881192,0.865255376344086,0.13872427540135762,0.23911226669142913,2575,401,24934,15987
3,formal_tcn_wgan_gp_seed3,0.2,3,3318,0.01,0.2914002239704132,0.010247136829415311,0.013341227550819025,0.0033412275508190245,0.8790264853256979,0.13231332830513953,0.23000561902978087,2456,338,24997,16106
3,formal_tcn_wgan_gp_seed3,0.2,4,3318,0.01,0.28521180152893066,0.010247136829415311,0.0152753108348135,0.0052753108348135,0.8687690742624619,0.13802391983622456,0.23820370972990565,2562,387,24948,16000
3,formal_tcn_wgan_gp_seed3,0.2,5,3318,0.01,0.29507988691329956,0.010247136829415311,0.012354450365107558,0.002354450365107558,0.8839020771513353,0.1283805624393923,0.22419794900743248,2383,313,25022,16179
3,formal_tcn_wgan_gp_seed3,0.2,6,3318,0.01,0.2802591323852539,0.010247136829415311,0.017130451943951054,0.007130451943951054,0.858953526161846,0.14238767374205366,0.24428115901843891,2643,434,24901,15919
3,formal_tcn_wgan_gp_seed3,0.2,7,3318,0.01,0.2820773422718048,0.010247136829415311,0.016656798894809553,0.006656798894809553,0.8609096901779829,0.14071759508673634,0.24189664752731987,2612,422,24913,15950
3,formal_tcn_wgan_gp_seed3,0.2,8,3318,0.01,0.2805843949317932,0.010247136829415311,0.017090980856522598,0.007090980856522598,0.858957654723127,0.14206443271199223,0.24380547337278108,2637,433,24902,15925
3,formal_tcn_wgan_gp_seed3,0.2,9,3318,0.01,0.2869134843349457,0.010247136829415311,0.014722715610815078,0.004722715610815078,0.8721288995543367,0.1370541967460403,0.23688253643093257,2544,373,24962,16018
3,formal_tcn_wgan_gp_seed3,0.2,10,3318,0.01,0.28779566287994385,0.010247136829415311,0.014485889086244326,0.004485889086244326,0.8728343728343728,0.1357073591207844,0.23489369638194704,2519,367,24968,16043
3,formal_tcn_wgan_gp_seed3,0.2,11,3318,0.01,0.28696319460868835,0.010247136829415311,0.014722715610815078,0.004722715610815078,0.872041166380789,0.13694644973601983,0.23671834986264378,2542,373,24962,16020
3,formal_tcn_wgan_gp_seed3,0.2,12,3318,0.01,0.2837209403514862,0.010247136829415311,0.016262088020524965,0.006262088020524964,0.8628038628038628,0.1395862514815214,0.2402967771852539,2591,412,24923,15971
3,formal_tcn_wgan_gp_seed3,0.2,13,3318,0.01,0.2932373285293579,0.010247136829415311,0.01286757450167752,0.00286757450167752,0.8812818645302258,0.13037388212477105,0.22714473437206686,2420,326,25009,16142
3,formal_tcn_wgan_gp_seed3,0.2,14,3318,0.01,0.28497597575187683,0.010247136829415311,0.015433195184527333,0.005433195184527333,0.8679500168861871,0.13845490787630643,0.2388142916879617,2570,391,24944,15992
3,formal_tcn_wgan_gp_seed3,0.2,15,3318,0.01,0.29361093044281006,0.010247136829415311,0.012749161239392145,0.002749161239392145,0.8818580833942941,0.1298890205796789,0.22642749812171298,2411,323,25012,16151
3,formal_tcn_wgan_gp_seed3,0.2,16,3318,0.01,0.275154709815979,0.010247136829415311,0.019538188277087035,0.009538188277087035,0.8455056179775281,0.14594332507272922,0.24892033446659925,2709,495,24840,15853
3,formal_tcn_wgan_gp_seed3,0.2,17,3318,0.01,0.28896284103393555,0.010247136829415311,0.014130649299388199,0.004130649299388198,0.8745180511742026,0.13441439500053873,0.23301424235349052,2495,358,24977,16067
3,formal_tcn_wgan_gp_seed3,0.2,18,3318,0.01,0.2886769771575928,0.010247136829415311,0.014328004736530491,0.004328004736530491,0.8732984293193717,0.1347915095356104,0.23353712605591076,2502,363,24972,16060
3,formal_tcn_wgan_gp_seed3,0.2,19,3318,0.01,0.297071635723114,0.010247136829415311,0.011604499703966844,0.0016044997039668437,0.8881704069988589,0.12579463419890097,0.22037657496106836,2335,294,25041,16227
3,formal_tcn_wgan_gp_seed3,0.4,0,6636,0.01,0.29165899753570557,0.010096443640747438,0.013341227550819025,0.0033412275508190245,0.8788964528842709,0.13215170779010882,0.2297569428183393,2453,338,24997,16109
3,formal_tcn_wgan_gp_seed3,0.4,1,6636,0.01,0.2817133665084839,0.010096443640747438,0.01677521215709493,0.006775212157094928,0.8603351955307262,0.14104083611679777,0.2423513075676927,2618,425,24910,15944
3,formal_tcn_wgan_gp_seed3,0.4,2,6636,0.01,0.29746198654174805,0.010096443640747438,0.011525557529109927,0.0015255575291099263,0.888677087304613,0.12557914017886004,0.22006136417276378,2331,292,25043,16231
3,formal_tcn_wgan_gp_seed3,0.4,3,6636,0.01,0.2910800576210022,0.010096443640747438,0.013420169725675942,0.003420169725675942,0.8786581013561742,0.13263656933520096,0.23048118329900766,2462,340,24995,16100
3,formal_tcn_wgan_gp_seed3,0.4,4,6636,0.01,0.29126685857772827,0.010096443640747438,0.013341227550819025,0.0033412275508190245,0.8791130185979972,0.13242107531516,0.2301713643599588,2458,338,24997,16104
3,formal_tcn_wgan_gp_seed3,0.4,5,6636,0.01,0.2915778160095215,0.010096443640747438,0.013341227550819025,0.0033412275508190245,0.8788964528842709,0.13215170779010882,0.2297569428183393,2453,338,24997,16109
